experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
19,11.4,30.3,26.3,1.4,4.6,7.8,4.28,3,5.1,2.4,10.0,0,0,0,0,0,1,1,0,0,70.3
17,17.5,40.7,13.9,1.8,8.7,14.4,1.92,8,1.6,4.5,9.16,0,0,1,0,0,0,0,0,1,66.5
19,7.5,24.8,21.6,1.4,11.0,9.6,0.1,10,3.9,4.5,9.16,0,0,0,1,0,0,0,0,1,82.3
18,18.6,47.9,21.5,0.3,1.0,4.6,3.86,10,5.7,5.7,6.62,1,0,0,0,0,0,0,1,0,92.9
3,19.8,45.0,22.4,2.4,4.8,9.3,5.16,10,3.3,4.2,7.72,0,0,1,0,0,0,0,1,0,47.3
17,16.4,43.1,20.8,2.0,5.8,7.5,3.63,3,4.6,5.2,6.98,0,0,0,0,0,1,0,1,0,80.7
20,6.3,12.6,30.5,2.2,8.3,12.3,1.55,4,5.2,1.7,10.0,0,1,0,0,0,0,1,0,0,59.9
1,16.0,42.8,15.0,3.4,9.6,9.1,4.19,1,2.8,4.4,9.24,0,0,0,0,0,1,0,0,1,55.3
11,7.2,27.9,24.0,1.2,2.2,4.8,1.32,8,5.3,4.6,10.0,1,0,0,0,0,0,1,0,0,64.0
13,9.4,18.2,26.9,0.4,10.0,8.4,4.83,10,3.6,1.4,10.0,0,0,0,0,1,0,1,0,0,47.0
17,14.6,40.2,15.4,0.2,4.1,9.1,1.39,9,4.7,4.5,10.0,0,0,0,0,0,1,1,0,0,75.4
8,8.1,18.0,21.8,2.0,3.5,6.4,2.29,9,6.2,6.2,7.9,0,1,0,0,0,0,0,0,1,69.7
8,0.9,0.0,37.1,0.4,5.2,7.0,0.83,8,5.9,2.2,10.0,0,1,0,0,0,0,1,0,0,55.4
3,14.9,39.4,10.1,0.7,9.9,12.9,1.47,8,2.8,7.3,5.44,0,0,1,0,0,0,0,1,0,67.1
11,17.5,39.9,12.2,0.1,5.7,10.0,5.34,6,4.2,7.2,5.52,0,0,0,0,0,1,0,1,0,70.9
17,13.4,27.2,22.2,0.3,2.0,8.5,3.32,3,6.0,5.1,8.71,0,0,1,0,0,0,0,0,1,70.5
19,8.2,18.2,23.4,3.9,5.2,4.7,1.65,3,5.3,6.8,5.81,1,0,0,0,0,0,0,1,0,87.1
14,0.2,0.6,28.5,0.8,7.8,9.9,0.43,9,4.5,6.9,5.74,0,0,0,1,0,0,0,1,0,70.1
12,17.2,45.1,29.2,1.2,8.5,10.4,3.64,4,2.3,2.3,9.14,0,0,0,0,1,0,0,1,0,61.7
7,4.4,17.0,24.8,1.5,3.6,7.4,0.89,9,5.5,4.8,10.0,1,0,0,0,0,0,1,0,0,67.3
7,7.3,15.7,29.5,1.0,6.6,4.8,2.83,4,3.3,5.2,7.0,0,0,1,0,0,0,0,1,0,51.1
5,3.9,7.5,30.6,2.5,4.2,6.3,0.46,3,6.3,4.8,8.92,0,1,0,0,0,0,0,0,1,63.3
17,8.2,21.2,21.4,1.3,10.8,11.4,0.1,6,2.6,2.9,10.0,0,1,0,0,0,0,1,0,0,64.6
4,3.4,9.4,28.8,1.7,5.2,13.0,3.75,10,3.7,6.6,5.94,1,0,0,0,0,0,0,1,0,52.9
14,10.9,24.7,22.4,0.7,10.9,13.8,4.8,1,4.6,2.0,10.0,0,0,0,0,1,0,1,0,0,46.6
3,11.9,23.9,26.6,1.3,3.6,5.6,0.63,9,6.3,2.5,10.0,0,0,1,0,0,0,1,0,0,64.1
7,13.8,35.7,19.6,4.3,8.3,8.4,0.1,4,4.0,2.6,10.0,0,0,0,0,0,1,1,0,0,60.8
14,9.9,32.9,11.4,0.8,6.8,3.0,0.32,4,5.6,7.5,6.94,0,1,0,0,0,0,0,0,1,82.8
17,4.9,7.6,18.7,0.3,3.3,9.1,0.53,5,3.7,7.8,6.71,0,1,0,0,0,0,0,0,1,70.4
7,11.9,26.0,25.2,3.3,7.5,8.2,3.81,6,3.8,1.8,10.0,1,0,0,0,0,0,1,0,0,51.8
6,13.6,25.7,23.2,1.4,1.9,5.7,3.67,9,4.4,4.8,8.92,0,0,1,0,0,0,0,0,1,56.4
13,13.7,36.1,10.0,2.1,4.9,6.9,0.82,7,6.3,8.8,4.32,0,0,0,0,0,1,0,1,0,93.7
1,15.6,38.8,15.1,1.2,2.3,8.0,5.06,2,4.4,4.8,10.0,0,0,0,0,0,1,1,0,0,49.1
20,8.8,24.9,17.4,2.4,4.8,4.7,2.14,4,2.8,5.2,10.0,0,0,0,0,1,0,1,0,0,48.6
13,4.9,8.0,26.4,0.4,12.1,12.6,1.63,1,3.3,3.6,9.8,0,0,0,0,0,1,0,0,1,46.9
6,19.1,43.1,18.1,2.7,4.4,7.5,3.66,7,4.3,4.1,9.45,0,0,0,0,1,0,0,0,1,58.5
11,16.5,41.2,11.5,1.3,4.5,6.7,2.38,3,5.1,7.9,5.0,0,0,1,0,0,0,0,1,0,71.5
3,7.7,25.2,28.8,0.9,11.3,10.3,2.26,5,3.3,2.6,10.0,0,0,1,0,0,0,0,0,1,40.5
11,0.4,0.7,39.9,0.5,16.4,12.3,0.56,6,3.1,1.8,9.5,0,0,0,1,0,0,0,1,0,48.8
16,22.7,58.1,24.4,1.9,5.9,4.1,1.88,8,5.1,2.8,8.78,0,0,1,0,0,0,0,1,0,87.7
15,3.7,7.7,25.6,1.2,2.4,5.2,1.0,1,5.0,8.1,4.85,0,0,0,0,1,0,0,1,0,73.8
17,11.3,34.8,12.0,1.0,4.4,7.3,1.89,4,5.3,7.6,6.86,1,0,0,0,0,0,0,0,1,87.9
1,11.7,28.5,25.5,0.7,3.8,5.8,1.95,9,5.1,2.8,10.0,1,0,0,0,0,0,1,0,0,55.3
11,2.9,4.1,41.4,2.3,4.0,5.2,2.27,4,4.3,2.4,10.0,0,1,0,0,0,0,0,0,1,46.2
12,10.5,16.9,19.3,4.0,6.7,10.6,3.07,3,6.6,5.4,8.49,0,0,1,0,0,0,0,0,1,65.7
9,3.7,8.4,32.7,0.6,8.8,7.3,1.95,6,3.6,4.7,7.36,0,0,0,1,0,0,0,1,0,59.5
17,10.4,26.3,23.4,2.1,7.3,7.6,3.88,4,4.8,5.7,6.62,0,0,0,0,1,0,0,1,0,78.6
3,14.7,36.8,19.6,4.1,12.8,13.2,0.1,1,4.1,2.7,10.0,0,0,1,0,0,0,0,0,1,54.7
17,8.9,24.9,18.0,1.7,7.5,9.0,0.1,6,3.4,5.9,8.11,0,0,0,0,1,0,0,0,1,79.5
12,17.0,46.9,20.8,3.7,3.5,2.0,0.28,1,3.6,5.7,6.63,0,0,1,0,0,0,0,1,0,89.6
9,20.6,51.1,14.9,2.1,8.0,8.8,4.63,2,4.7,2.1,10.0,0,0,1,0,0,0,1,0,0,73.0
7,15.3,41.5,20.5,1.8,10.6,8.2,3.41,8,3.6,2.9,10.0,0,0,0,0,0,1,0,0,1,56.8
9,13.9,33.2,14.0,2.2,7.2,7.5,0.28,3,3.8,7.2,5.51,0,0,1,0,0,0,0,1,0,70.9
1,2.9,3.1,28.3,1.6,19.7,18.1,0.49,6,2.2,1.0,10.0,0,0,0,1,0,0,1,0,0,36.3
6,12.9,32.0,19.4,0.2,3.5,7.4,2.92,8,6.9,5.6,8.35,0,0,0,0,0,1,0,0,1,65.5
10,6.5,18.3,17.8,1.3,8.8,11.8,2.28,2,3.4,4.7,10.0,0,1,0,0,0,0,1,0,0,46.2
9,11.8,33.9,26.4,1.7,5.6,9.3,4.57,3,3.0,2.0,10.0,0,0,1,0,0,0,1,0,0,42.0
16,10.7,27.0,32.2,1.1,4.5,7.4,3.98,4,7.5,1.1,10.0,0,0,0,0,1,0,1,0,0,70.5
6,2.2,13.6,23.4,2.9,5.2,5.8,3.2,9,5.5,8.3,4.7,0,0,1,0,0,0,0,1,0,58.5
5,7.9,8.5,23.5,2.3,6.2,12.3,4.14,6,4.6,5.1,8.71,1,0,0,0,0,0,0,0,1,32.7
18,1.2,2.1,23.8,3.1,17.1,16.0,1.69,4,1.7,4.0,9.53,0,0,0,1,0,0,0,0,1,37.6
11,4.6,12.8,26.7,3.4,2.3,8.1,0.1,10,5.7,4.6,10.0,0,1,0,0,0,0,1,0,0,65.4
8,6.2,17.7,22.5,7.7,3.2,6.6,0.1,10,5.7,6.5,7.66,0,0,0,0,1,0,0,0,1,58.2
18,19.4,51.5,10.0,2.1,1.7,2.8,0.47,2,6.8,8.2,4.77,0,0,1,0,0,0,0,1,0,100.0
14,13.7,25.1,18.1,0.7,4.9,3.8,1.99,9,6.2,6.8,5.8,1,0,0,0,0,0,0,1,0,72.8
13,12.3,35.8,18.8,2.1,2.3,5.9,4.09,1,6.4,7.6,5.2,0,0,0,0,0,1,0,1,0,89.1
2,13.4,31.1,20.7,3.1,6.2,7.4,0.1,1,5.2,4.4,9.22,0,0,1,0,0,0,0,0,1,56.3
12,8.9,24.6,18.7,1.8,6.0,8.8,3.42,4,4.5,7.6,5.22,0,0,1,0,0,0,0,1,0,60.5
7,5.0,6.5,32.5,1.4,6.8,9.1,3.34,6,5.3,3.4,9.96,0,1,0,0,0,0,0,0,1,38.0
6,16.6,53.1,16.8,2.4,4.5,4.5,1.51,5,6.1,3.5,10.0,0,0,0,0,1,0,1,0,0,87.8
18,3.2,3.1,28.1,1.6,12.2,12.7,1.39,2,4.7,2.1,10.0,0,0,0,1,0,0,1,0,0,53.4
19,2.0,8.2,29.1,0.9,5.1,8.7,0.1,2,4.5,3.9,10.0,0,1,0,0,0,0,1,0,0,67.5
17,11.5,25.7,23.4,0.9,1.5,4.0,1.82,4,5.6,5.4,8.48,1,0,0,0,0,0,0,0,1,84.9
11,10.3,24.3,17.6,2.0,8.1,8.6,0.5,9,3.7,5.5,8.41,1,0,0,0,0,0,0,0,1,67.9
18,5.8,14.9,30.7,1.8,10.5,11.4,1.21,5,5.3,1.2,10.0,0,0,0,1,0,0,1,0,0,67.6
18,7.1,20.3,23.6,2.0,4.3,7.5,0.1,5,5.6,7.2,5.5,0,1,0,0,0,0,0,1,0,90.7
7,21.5,59.3,11.8,2.1,2.3,8.3,4.78,8,5.6,4.1,10.0,0,0,0,0,0,1,1,0,0,66.0
7,9.4,17.6,21.7,1.0,1.0,9.0,4.92,10,5.5,8.0,4.93,1,0,0,0,0,0,0,1,0,58.6
17,7.9,21.5,15.8,0.3,19.6,14.2,2.46,7,1.0,3.7,9.75,0,0,0,1,0,0,0,0,1,49.1
14,3.8,13.5,17.4,1.9,11.9,9.9,2.01,4,3.7,7.7,5.14,0,0,0,1,0,0,0,1,0,64.5
8,9.8,28.6,24.7,1.4,2.7,6.1,1.53,9,3.3,5.2,8.63,0,0,0,0,0,1,0,0,1,60.0
12,2.4,5.3,27.2,4.7,12.0,10.7,2.05,7,3.1,5.6,6.7,0,0,0,1,0,0,0,1,0,52.6
11,9.1,19.1,22.3,2.3,1.0,3.0,1.47,9,4.5,7.9,4.99,0,0,0,0,1,0,0,1,0,69.9
6,10.0,27.3,21.8,1.7,6.6,4.7,3.74,3,5.3,3.4,10.0,0,0,0,0,1,0,1,0,0,60.5
12,13.4,33.4,19.1,1.8,3.9,6.1,2.88,10,4.9,5.4,8.48,0,0,1,0,0,0,0,0,1,63.8
3,3.8,6.0,37.2,1.2,11.2,10.4,0.16,10,3.6,1.4,10.0,0,0,0,1,0,0,0,0,1,49.2
17,20.6,53.0,10.0,5.0,1.0,6.9,0.1,8,4.0,8.1,4.85,0,0,1,0,0,0,0,1,0,92.5
19,7.9,22.9,21.0,1.5,10.3,9.3,0.44,4,2.3,6.2,6.25,1,0,0,0,0,0,0,1,0,70.9
2,7.7,14.5,39.3,1.3,4.4,11.1,4.43,6,5.2,1.7,10.0,0,0,0,0,0,1,0,0,1,49.0
19,3.6,12.4,25.7,2.1,1.0,6.6,1.13,2,6.7,5.4,10.0,0,1,0,0,0,0,1,0,0,72.5
6,7.4,23.4,18.6,2.0,3.6,8.6,3.39,8,5.1,5.6,9.98,1,0,0,0,0,0,1,0,0,46.3
2,17.0,35.0,17.2,3.4,3.1,6.0,4.14,1,4.8,6.7,5.89,0,0,1,0,0,0,0,1,0,60.3
6,21.3,54.9,19.3,3.2,2.3,3.3,0.63,2,6.6,3.8,9.67,0,0,1,0,0,0,0,0,1,81.4
8,5.1,13.7,23.7,3.2,13.7,12.6,2.82,9,2.0,3.9,9.6,0,1,0,0,0,0,0,0,1,39.7
13,14.7,39.3,19.9,0.7,8.6,11.5,4.16,6,4.7,5.2,6.99,0,0,0,0,0,1,0,1,0,70.7
20,11.4,29.6,17.5,2.0,2.9,3.6,0.39,10,5.2,8.0,4.91,1,0,0,0,0,0,0,1,0,92.6
6,7.2,17.1,18.1,1.9,4.4,6.3,1.36,4,6.4,8.6,4.48,0,1,0,0,0,0,0,1,0,82.6
13,0.0,0.0,34.7,1.4,1.4,7.4,3.64,5,5.8,4.0,10.0,0,1,0,0,0,0,1,0,0,58.0
5,19.9,47.2,16.3,1.8,4.4,4.7,5.12,2,4.5,5.8,6.54,0,0,1,0,0,0,0,1,0,66.9
10,17.6,33.9,11.7,2.4,5.6,5.3,0.12,2,4.1,7.3,5.44,0,0,0,0,0,1,0,1,0,75.7
13,15.5,38.9,19.9,0.5,6.1,9.3,2.55,8,4.1,2.6,10.0,0,0,0,0,1,0,1,0,0,66.4
13,5.1,9.6,30.7,1.6,3.5,6.3,0.55,6,6.6,6.2,6.26,1,0,0,0,0,0,0,1,0,71.2
4,8.8,19.6,27.8,0.8,16.4,10.9,0.97,10,1.9,1.2,10.0,0,0,0,1,0,0,0,0,1,44.9
2,11.4,25.2,31.1,3.8,1.0,5.5,1.76,4,6.0,5.1,7.06,0,0,0,0,1,0,0,1,0,63.5
18,21.9,49.0,19.3,0.6,6.2,9.0,2.51,4,3.9,2.6,10.0,0,0,0,0,0,1,0,0,1,73.8
11,11.4,33.8,14.5,2.9,1.5,4.3,0.1,1,5.9,7.6,6.84,1,0,0,0,0,0,0,0,1,91.3
12,5.8,15.5,25.5,2.1,15.7,14.7,3.76,2,3.4,2.8,10.0,0,0,0,1,0,0,0,0,1,43.8
13,10.7,27.2,30.1,2.5,3.3,9.4,0.32,6,6.1,2.0,10.0,1,0,0,0,0,0,1,0,0,72.0
12,17.7,53.9,10.8,0.1,4.2,10.7,4.62,1,5.9,6.3,7.81,0,0,1,0,0,0,0,0,1,80.6
4,4.8,13.5,18.4,1.3,1.0,4.2,4.45,7,5.3,8.4,6.25,0,1,0,0,0,0,0,0,1,51.7
20,4.7,5.0,37.3,5.8,3.8,7.3,0.1,3,3.9,3.1,10.0,0,0,1,0,0,0,0,0,1,70.5
5,7.1,14.2,24.4,1.3,3.8,4.8,0.1,8,6.7,4.2,10.0,0,0,1,0,0,0,1,0,0,59.7
13,6.5,29.4,12.6,0.2,8.0,6.0,4.51,9,3.5,6.2,9.53,0,1,0,0,0,0,1,0,0,48.2
6,12.0,24.1,21.2,1.5,3.9,8.7,3.95,4,5.3,6.7,5.88,0,0,1,0,0,0,0,1,0,66.8
11,9.4,24.0,16.4,2.7,10.5,11.9,0.1,6,3.3,6.9,5.73,0,0,0,1,0,0,0,1,0,61.6
3,6.9,19.8,22.5,0.9,13.9,10.2,3.67,8,3.1,5.2,7.0,0,0,0,1,0,0,0,1,0,43.0
13,5.3,3.4,22.6,0.6,11.5,9.2,1.32,7,6.8,6.1,6.31,0,0,0,1,0,0,0,1,0,76.9
14,13.8,29.6,32.4,0.5,3.1,6.0,2.15,6,5.5,2.2,10.0,0,0,1,0,0,0,0,0,1,76.9
17,0.0,0.0,28.2,1.5,4.2,5.3,2.81,10,4.2,4.9,10.0,0,1,0,0,0,0,1,0,0,49.4
7,10.3,24.2,22.4,1.7,4.7,10.2,1.17,9,4.4,6.6,5.94,0,0,1,0,0,0,0,1,0,63.9
1,22.4,61.2,11.1,1.1,10.1,12.4,5.32,4,4.2,5.1,7.07,0,0,1,0,0,0,0,1,0,68.6
9,4.4,19.0,22.9,1.6,3.5,5.2,0.98,5,4.7,5.3,10.0,0,1,0,0,0,0,1,0,0,56.3
17,7.2,19.8,23.6,1.2,8.8,8.6,1.19,6,3.7,4.6,9.08,0,0,0,0,0,1,0,0,1,64.4
10,5.8,11.5,28.2,3.3,2.8,6.5,0.1,1,4.3,6.8,5.81,0,0,0,0,1,0,0,1,0,68.2
9,0.0,2.2,23.6,1.3,1.0,4.9,4.18,2,4.0,8.4,6.28,0,1,0,0,0,0,0,0,1,51.2
10,8.3,20.6,19.3,0.1,6.9,8.9,2.34,3,5.1,5.9,8.12,1,0,0,0,0,0,0,0,1,66.0
2,16.5,41.8,21.1,0.1,4.5,7.3,4.59,8,5.2,5.5,6.78,0,0,1,0,0,0,0,1,0,58.2
10,12.4,31.6,17.9,2.2,2.3,7.0,2.59,4,7.4,4.9,10.0,0,0,0,0,1,0,1,0,0,63.3
4,2.3,0.0,33.4,2.5,14.2,12.7,0.4,6,3.4,3.5,8.24,0,0,0,1,0,0,0,1,0,48.2
20,3.9,0.0,22.3,2.8,5.2,5.8,2.19,8,6.4,5.2,10.0,0,1,0,0,0,0,1,0,0,63.2
14,5.2,16.0,21.0,6.6,9.7,9.2,1.52,10,3.9,5.5,8.4,0,0,0,1,0,0,0,0,1,61.1
20,21.4,59.5,10.0,4.9,3.7,3.3,0.1,9,7.2,4.2,10.0,0,0,1,0,0,0,1,0,0,100.0
14,16.7,36.8,23.4,1.1,10.8,10.9,3.69,7,5.5,1.8,10.0,0,0,0,0,0,1,0,0,1,61.5
19,11.1,35.5,16.7,2.8,5.5,9.0,0.1,1,3.5,4.7,10.0,1,0,0,0,0,0,1,0,0,78.3
16,3.0,10.9,25.5,3.5,4.8,10.1,0.1,7,4.6,7.7,5.15,0,0,1,0,0,0,0,1,0,82.4
3,1.1,5.8,30.9,0.7,5.5,5.9,0.66,9,6.9,3.6,10.0,1,0,0,0,0,0,1,0,0,55.7
6,17.7,48.3,10.0,2.2,5.1,8.5,0.82,1,5.3,4.8,10.0,0,0,1,0,0,0,1,0,0,74.9
13,20.7,50.6,15.3,1.3,3.9,6.2,4.04,8,6.0,3.0,10.0,0,0,1,0,0,0,1,0,0,76.1
18,1.8,1.0,28.6,1.4,3.1,5.1,0.1,7,6.7,6.1,7.96,0,1,0,0,0,0,0,0,1,79.9
9,8.4,24.0,24.1,2.1,7.8,6.7,3.57,6,5.6,5.9,6.47,0,0,0,1,0,0,0,1,0,68.5
13,13.6,37.9,13.4,1.7,4.8,10.0,0.77,9,6.1,5.1,10.0,0,0,0,0,1,0,1,0,0,80.4
16,5.8,14.6,24.2,2.1,12.5,11.9,0.1,1,4.3,5.4,6.85,1,0,0,0,0,0,0,1,0,71.0
9,4.3,1.5,32.4,2.2,9.4,9.9,0.1,10,4.7,3.0,10.0,0,0,0,1,0,0,0,0,1,52.2
6,15.6,44.5,11.7,4.1,1.2,7.9,0.4,7,5.9,7.4,7.01,1,0,0,0,0,0,0,0,1,79.1
15,22.5,57.1,10.5,0.8,3.3,6.8,0.42,8,3.2,3.9,10.0,0,0,0,0,1,0,1,0,0,84.9
4,19.2,49.5,16.2,1.3,3.0,5.0,2.08,7,4.3,3.4,10.0,1,0,0,0,0,0,1,0,0,67.8
11,3.5,12.0,28.0,2.7,5.0,10.9,3.49,8,5.0,3.9,10.0,0,0,0,1,0,0,1,0,0,50.1
3,3.7,13.3,25.6,5.1,5.4,10.2,0.1,9,3.4,4.3,10.0,0,1,0,0,0,0,1,0,0,44.6
13,10.9,27.6,22.8,1.5,1.0,6.4,0.1,7,7.1,7.3,5.43,0,0,1,0,0,0,0,1,0,95.8
19,5.7,20.5,22.8,2.0,14.4,8.4,0.28,4,3.1,2.3,10.0,0,0,0,1,0,0,1,0,0,60.8
19,15.4,36.2,18.6,0.9,4.1,8.2,1.49,7,5.5,5.0,8.79,0,0,1,0,0,0,0,0,1,78.8
3,18.3,37.8,17.6,1.3,4.9,8.4,5.11,9,3.6,2.8,10.0,0,0,1,0,0,0,1,0,0,41.0
20,3.4,13.1,35.0,1.3,5.5,9.0,3.27,4,5.4,2.0,10.0,0,1,0,0,0,0,1,0,0,58.6
17,5.1,4.6,32.2,0.6,7.5,7.8,0.26,2,3.7,4.8,7.29,0,1,0,0,0,0,0,1,0,69.6
15,7.6,21.8,22.1,1.1,1.9,7.1,2.74,5,6.9,8.1,4.85,0,0,0,0,1,0,0,1,0,90.2
13,6.0,12.9,31.2,4.7,1.6,6.0,0.1,2,5.0,3.3,10.0,0,1,0,0,0,0,1,0,0,60.8
18,9.7,22.4,22.4,1.9,6.0,7.6,3.87,4,5.4,6.5,6.04,0,0,0,0,0,1,0,1,0,64.9
20,11.3,35.4,23.1,1.0,6.6,9.1,0.49,7,5.4,4.2,9.36,0,0,1,0,0,0,0,0,1,89.9
5,3.3,12.4,26.3,2.5,17.0,12.8,3.91,8,3.5,4.4,7.6,0,0,0,1,0,0,0,1,0,38.5
17,8.4,16.5,25.1,0.4,5.1,6.3,3.16,4,5.4,6.4,6.12,0,1,0,0,0,0,0,1,0,74.7
12,2.0,15.5,22.4,0.7,3.7,6.3,0.41,8,3.4,7.5,6.94,0,0,0,0,1,0,0,0,1,64.9
7,10.6,33.6,10.3,4.4,5.1,7.9,1.78,9,4.4,8.0,6.56,0,0,0,0,1,0,0,0,1,75.7
18,2.0,5.5,19.7,0.1,9.2,5.3,0.95,4,5.7,5.3,10.0,0,0,0,1,0,0,1,0,0,67.9
1,12.7,34.9,21.6,4.4,4.3,10.5,0.31,4,7.8,3.4,10.0,0,0,0,0,0,1,1,0,0,82.5
20,18.5,52.5,11.5,0.3,1.0,3.2,3.88,4,4.6,8.2,4.76,1,0,0,0,0,0,0,1,0,95.3
6,14.7,36.7,16.5,1.5,1.0,6.4,2.0,4,5.6,8.0,4.93,1,0,0,0,0,0,0,1,0,87.9
14,7.6,19.2,30.8,1.0,10.9,8.4,2.66,9,5.0,3.7,8.11,0,0,0,1,0,0,0,1,0,65.5
6,10.8,21.4,20.0,1.3,1.0,2.6,0.31,8,6.7,6.6,7.61,1,0,0,0,0,0,0,0,1,75.7
7,0.9,0.0,26.2,2.0,11.1,9.8,2.86,4,2.2,6.5,6.04,0,0,0,1,0,0,0,1,0,43.5
1,15.1,26.8,18.2,1.1,3.3,6.2,5.39,6,4.5,6.9,5.75,0,0,1,0,0,0,0,1,0,49.1
11,4.8,8.3,25.4,2.4,1.0,4.1,3.3,2,6.7,8.2,4.77,0,1,0,0,0,0,0,1,0,67.0
9,9.7,17.8,20.8,2.7,10.5,11.2,2.14,7,2.2,2.8,10.0,1,0,0,0,0,0,1,0,0,49.6
9,9.8,17.8,15.0,2.2,12.4,12.7,2.2,7,3.2,6.7,5.88,0,0,0,1,0,0,0,1,0,48.3
5,10.3,28.1,25.3,1.9,4.8,5.8,3.0,3,4.5,4.4,9.22,0,0,0,0,1,0,0,0,1,49.7
7,20.1,51.0,19.0,0.2,1.7,6.3,4.86,10,7.1,2.8,10.0,0,0,1,0,0,0,1,0,0,72.9
14,4.1,9.0,18.4,2.1,6.9,8.4,0.1,5,4.6,7.2,7.16,1,0,0,0,0,0,0,0,1,65.2
4,13.8,31.4,26.8,3.3,1.0,4.2,0.1,7,7.1,4.1,9.45,0,0,1,0,0,0,0,0,1,72.1
5,12.3,34.4,23.2,4.9,3.9,6.1,2.33,3,3.9,6.2,6.26,0,0,1,0,0,0,0,1,0,66.5
4,8.1,18.8,19.9,1.2,5.9,6.3,3.33,2,3.8,7.5,5.28,0,0,0,0,1,0,0,1,0,56.5
16,10.6,35.0,15.3,1.8,9.2,11.1,2.07,4,3.6,4.2,10.0,0,0,0,0,1,0,1,0,0,70.0
9,12.2,29.6,23.1,4.0,6.9,8.7,2.28,7,3.4,5.5,6.78,0,0,0,0,1,0,0,1,0,64.0
12,22.3,49.3,12.1,4.0,10.0,12.5,1.03,7,3.8,1.9,10.0,0,0,0,0,0,1,1,0,0,77.1
13,11.4,28.3,22.2,3.7,7.6,11.3,1.09,3,5.1,5.7,6.62,0,0,1,0,0,0,0,1,0,77.2
8,8.1,25.6,18.8,2.7,8.4,10.1,0.28,1,4.7,5.7,8.27,1,0,0,0,0,0,0,0,1,65.1
3,15.1,38.4,15.3,1.1,5.7,5.8,2.67,8,4.6,7.0,5.67,0,0,1,0,0,0,0,1,0,61.5
13,13.5,35.0,13.7,3.2,4.6,7.2,0.1,2,5.9,8.0,4.91,0,0,1,0,0,0,0,1,0,96.5
18,9.2,30.0,23.0,2.1,3.4,3.7,3.36,5,4.9,7.1,5.59,0,0,0,0,1,0,0,1,0,82.2
6,14.0,31.7,29.4,1.3,1.4,6.8,4.53,5,3.1,3.3,10.0,1,0,0,0,0,0,0,0,1,43.8
19,6.2,12.3,18.5,1.0,5.6,6.3,4.03,6,5.9,5.4,10.0,0,1,0,0,0,0,1,0,0,61.9
16,8.8,23.5,21.7,0.7,7.6,8.8,2.71,8,4.6,5.0,8.79,0,0,0,0,1,0,0,0,1,76.9
4,2.9,6.5,30.0,1.0,8.5,10.1,0.2,4,4.7,2.7,10.0,0,1,0,0,0,0,1,0,0,52.8
13,13.0,27.7,16.1,4.2,7.2,6.0,0.1,7,3.9,3.9,10.0,0,0,0,0,1,0,1,0,0,68.5
5,12.9,32.0,24.6,2.0,6.5,11.6,3.71,6,5.7,5.0,7.14,0,0,0,0,1,0,0,1,0,64.5
11,9.4,23.5,25.1,1.8,8.0,8.7,4.17,1,6.4,3.9,9.6,0,0,0,0,1,0,0,0,1,63.6
16,9.8,31.5,22.7,1.5,1.0,3.1,1.65,10,8.0,7.6,5.21,1,0,0,0,0,0,0,1,0,100.0
9,10.0,20.2,30.5,1.8,4.2,8.8,0.1,7,5.7,4.8,7.28,1,0,0,0,0,0,0,1,0,74.2
6,14.7,33.6,25.8,2.1,6.8,10.1,2.37,7,4.0,1.2,10.0,0,0,1,0,0,0,1,0,0,53.5
20,7.5,12.0,33.0,3.5,13.1,8.8,0.36,7,1.8,2.6,8.92,0,0,0,1,0,0,0,1,0,50.1
13,8.0,21.5,21.8,1.4,10.2,5.6,0.79,4,5.0,3.0,10.0,0,1,0,0,0,0,1,0,0,62.9
6,5.4,23.5,22.8,2.7,12.5,10.3,0.29,1,3.2,4.3,9.29,0,0,0,0,1,0,0,0,1,65.6
17,16.6,42.5,18.4,2.4,3.6,4.2,0.51,1,6.0,3.4,10.0,0,0,0,0,0,1,1,0,0,88.7
16,6.8,7.5,26.0,2.0,1.0,6.2,1.24,2,6.7,7.6,5.23,0,1,0,0,0,0,0,1,0,79.7
11,10.9,22.2,19.6,1.3,1.5,7.4,4.74,7,5.5,6.5,7.67,1,0,0,0,0,0,0,0,1,51.7
1,0.6,0.0,28.8,0.4,3.7,6.0,3.08,10,5.7,7.7,5.14,1,0,0,0,0,0,0,1,0,56.9
17,9.7,29.6,16.9,1.4,5.3,9.6,1.06,7,5.2,6.5,7.66,0,1,0,0,0,0,0,0,1,81.6
6,21.6,45.4,11.9,2.1,1.3,4.9,1.81,2,7.4,5.8,8.19,0,0,0,0,0,1,0,0,1,85.0
18,8.1,14.6,28.8,1.0,5.4,7.9,2.57,5,5.5,2.4,10.0,0,1,0,0,0,0,1,0,0,77.9
18,13.3,32.0,29.3,3.5,2.1,5.5,2.42,4,4.7,4.8,7.28,1,0,0,0,0,0,0,1,0,89.4
